raw_text,normalized_message,intent,sentiment,confidence,clarification
IFSC$  kya  hota  hai?,What is IFSC?,general_query,confused,0.47,Can you please explain further?
🤔 uh wot's IFSC??,What is IFSC?,general_query,confused,0.44,Can you please explain further?
bal pls,Please show me my balance,check_balance,neutral,1,
b#hai  balan#ce  d@ikha#,"Bhai, show me balance",check_balance,neutral,0.87,
itna slow kyu ho,Why is it so slow?,complaint,annoyed,0.86,
phone  numb$er  bada$l$na  hai,I want to update my phone number,update_info,neutral,0.93,
wn#t  2#  tlk  2$  sm1,I want to talk to someone,human_agent_request,urgent,0.86,
phir error^ a#a^ raha hai,I am getting error again,app_issue,frustrated,0.62,
hpy wid srvcs 😊,I am happy with your services,feedback,happy,0.81,pls provide your feedback
bhai &balance@ dikh$a,"Bhai, show me balance",check_balance,neutral,0.87,
😡  y  tf  my  txn  fail@,Why did my transaction fail?,failed_transaction,angry,0.83,
IFSC kya hota hai?,What is IFSC?,general_query,confused,0.59,
itna  slow  kyu  ho,Why is it so slow?,complaint,annoyed,0.6,
IFSC kya hota hai?,What is IFSC?,general_query,confused,0.31,Can you please explain further?
msg  err  agn,I am getting message error again,app_issue,frustrated,0.83,
msg err agn,I am getting message error again,app_issue,frustrated,0.83,
mera account b^lock h%o ga%ya 😭,My account has been blocked,account_issue,sad,0.74,
phone  number  badalna  hai,I want to update my phone number,update_info,neutral,0.9,
msg  err  agn,I am getting message error again,app_issue,frustrated,0.71,
upd8 phn no.,Update my phone number,update_info,neutral,0.96,
bhai balance dikha,"Bhai, show me balance",check_balance,neutral,0.85,
upd8  phn  no.,Update my phone number,update_info,neutral,0.88,
phi&r erro&r aa raha hai,I am getting error again,app_issue,frustrated,0.62,
😡  y  tf  my  txn  fail,Why did my transaction fail?,failed_transaction,angry,0.99,
mera account bloc&k ho gaya 😭,My account has been blocked,account_issue,sad,0.71,
😭  acct  b@lckd?,Is my account blocked?,account_issue,sad,0.8,
😭  acct$  blckd?,Is my account blocked?,account_issue,sad,0.82,
b#al  pls,Please show me my balance,check_balance,neutral,0.9,
phir  error  aa  raha  hai,I am getting error again,app_issue,frustrated,0.61,
😭 acct blckd?,Is my account blocked?,account_issue,sad,0.84,
mere  paise  @k#ahan  gaye  😡,Where did my money go?,transaction_issue,angry,0.98,
ba$l  pls,Please show me my balance,check_balance,neutral,0.84,
s^ervi$ce% achi lagi% &😊,I liked the service,feedback,happy,0.83,pls provide your feedback
kisi se baat karni hai,I want to talk to someone,human_agent_request,urgent,0.8,
upd8 phn no.,Update my phone number,update_info,neutral,0.92,
bhai balance dikha,"Bhai, show me balance",check_balance,neutral,0.97,
phir error aa r&aha hai,I am getting error again,app_issue,frustrated,0.8,
s#amaj#h  nahi  @aaya,I didn't understand,unknown,confused,0.45,Can you please explain further?
mera  accou#nt  block  ho  gaya  😭,My account has been blocked,account_issue,sad,0.77,
phir  error  aa  raha  hai,I am getting error again,app_issue,frustrated,0.75,
phir error aa raha hai,I am getting error again,app_issue,frustrated,0.67,
samaj@h  nahi  a#aya,I didn't understand,unknown,confused,0.4,Can you please explain further?
kisi$  se  baat  $karni$  hai,I want to talk to someone,human_agent_request,urgent,0.96,
bal pls*,Please show me my balance,check_balance,neutral,0.8,
msg  err  agn,I am getting message error again,app_issue,frustrated,0.75,
no clue wht hppnd 😕,I have no idea what happened,unknown,confused,0.49,Can you please explain further?
🤔 u#h wot@'s* #IFSC#??,What is IFSC?,general_query,confused,0.56,
😡  y  tf  m#y  txn  fail,Why did my transaction fail?,failed_transaction,angry,0.75,
upd8 phn no.,Update my phone number,update_info,neutral,0.83,
phone  number  badalna  #hai,I want to update my phone number,update_info,neutral,0.84,
no$ clue wht hppnd 😕,I have no idea what happened,unknown,confused,0.31,Can you please explain further?
IFSC kya hota hai?,What is IFSC?,general_query,confused,0.39,Can you please explain further?
🤔  uh  wot's  IFSC??,What is IFSC?,general_query,confused,0.33,Can you please explain further?
hp^y wid sr@vcs 😊,I am happy with your services,feedback,happy,0.93,pls provide your feedback
🙄  $y  u  guys  slow,Why are you guys so slow?,complaint,annoyed,0.61,
no clue wht hppnd 😕,I have no idea what happened,unknown,confused,0.53,
😭 acct blckd?,Is my account blocked?,account_issue,sad,0.74,
wnt 2 tlk 2 sm1,I want to talk to someone,human_agent_request,urgent,0.96,
😭 acct blckd?,Is my account blocked?,account_issue,sad,0.84,
upd8  $phn  #no.,Update my phone number,update_info,neutral,0.97,
hpy  wid  srvcs  😊,I am happy with your services,feedback,happy,0.8,pls provide your feedback
itna  slow  k@yu  ho,Why is it so slow?,complaint,annoyed,0.76,
itna slow kyu ho,Why is it so slow?,complaint,annoyed,0.65,
no clue wht hppnd 😕,I have no idea what happened,unknown,confused,0.56,
samajh nahi aa%ya,I didn't understand,unknown,confused,0.44,Can you please explain further?
no clue wht hppnd 😕,I have no idea what happened,unknown,confused,0.46,Can you please explain further?
mere  paise  kah$an  gay$e  @😡,Where did my money go?,transaction_issue,angry,0.81,
😭 acct blckd?,Is my account blocked?,account_issue,sad,0.89,
hpy wid srvcs 😊,I am happy with your services,feedback,happy,0.87,pls provide your feedback
wnt  2  tlk  2  sm1,I want to talk to someone,human_agent_request,urgent,0.76,
samajh  nahi  aaya,I didn't understand,unknown,confused,0.54,
mere  paise  kah#an  gaye#  😡,Where did my money go?,transaction_issue,angry,0.83,
🙄  y  u#  guys  slow,Why are you guys so slow?,complaint,annoyed,0.82,
service achi lagi 😊,I liked the service,feedback,happy,0.91,pls provide your feedback
no clue wht hpp@nd 😕,I have no idea what happened,unknown,confused,0.54,
mera $ac*cou*nt block ho g#aya &😭,My account has been blocked,account_issue,sad,0.86,
msg  err  agn,I am getting message error again,app_issue,frustrated,0.69,
bhai  balance  dikha,"Bhai, show me balance",check_balance,neutral,0.83,
itna slow# kyu *h^o,Why is it so slow?,complaint,annoyed,0.87,
service achi lagi 😊,I liked the service,feedback,happy,0.93,pls provide your feedback
mera  acc@ou#nt  bloc@k  ho  gaya  #😭,My account has been blocked,account_issue,sad,0.94,
phir error aa raha hai,I am getting error again,app_issue,frustrated,0.64,
itna  slow$  kyu  @ho,Why is it so slow?,complaint,annoyed,0.68,
p%hir$ erro#r aa raha hai,I am getting error again,app_issue,frustrated,0.84,
bal  pls,Please show me my balance,check_balance,neutral,0.83,
kis$i  se  baat@  karni  hai,I want to talk to someone,human_agent_request,urgent,0.97,
bal pls,Please show me my balance,check_balance,neutral,0.81,
hpy  wid  srv#cs  😊,I am happy with your services,feedback,happy,0.89,pls provide your feedback
IFSC kya hota hai?,What is IFSC?,general_query,confused,0.31,Can you please explain further?
phir  error  aa  raha  hai,I am getting error again,app_issue,frustrated,0.62,
upd8  phn  no.,Update my phone number,update_info,neutral,0.85,
bhai  bal@an@ce  dikha,"Bhai, show me balance",check_balance,neutral,0.94,
bal  $pls,Please show me my balance,check_balance,neutral,0.83,
mera  account  block  ho  gaya  😭,My account has been blocked,account_issue,sad,0.91,
no clue wht hppnd 😕,I have no idea what happened,unknown,confused,0.34,Can you please explain further?
m^ere& paise kaha$n g#aye ^😡,Where did my money go?,transaction_issue,angry,0.99,
upd8 phn no.,Update my phone number,update_info,neutral,0.93,
🤔  uh  wot's  IFSC??,What is IFSC?,general_query,confused,0.32,Can you please explain further?
bhai ba$lance di^k*ha,"Bhai, show me balance",check_balance,neutral,0.82,
mere  paise  ka$han  gaye  😡,Where did my money go?,transaction_issue,angry,0.82,
msg  err  agn,I am getting message error again,app_issue,frustrated,0.69,
upd8 phn no.,Update my phone number,update_info,neutral,0.93,
😭 acct blckd?,Is my account blocked?,account_issue,sad,0.81,
bhai  balance  dikha,"Bhai, show me balance",check_balance,neutral,0.83,
no  clue  wht  hppnd  😕,I have no idea what happened,unknown,confused,0.31,Can you please explain further?
😭 ac^c%t blckd?$,Is my account blocked?,account_issue,sad,0.92,
hpy  wid  srvcs  😊,I am happy with your services,feedback,happy,0.86,pls provide your feedback
😭 acct blckd?,Is my account blocked?,account_issue,sad,0.76,
service ac%hi l^a^gi 😊,I liked the service,feedback,happy,0.92,pls provide your feedback
🙄  @y  @u  gu#ys  slow,Why are you guys so slow?,complaint,annoyed,0.6,
wnt  2  tlk  2  sm1,I want to talk to someone,human_agent_request,urgent,0.72,
kisi se baat karni hai,I want to talk to someone,human_agent_request,urgent,0.9,
no clue wht hppnd 😕,I have no idea what happened,unknown,confused,0.45,Can you please explain further?
IFSC  kya  hota  hai?,What is IFSC?,general_query,confused,0.41,Can you please explain further?
upd8 phn no.,Update my phone number,update_info,neutral,1,
🙄 y u guys slow,Why are you guys so slow?,complaint,annoyed,0.69,
mera  account  block  ho  gaya  😭,My account has been blocked,account_issue,sad,0.72,
mera account block ho gaya 😭,My account has been blocked,account_issue,sad,0.78,
bal pls,Please show me my balance,check_balance,neutral,0.87,
phone  number  badalna  hai,I want to update my phone number,update_info,neutral,0.92,
bal  pls,Please show me my balance,check_balance,neutral,0.93,
upd8  ph@n  no.,Update my phone number,update_info,neutral,0.95,
samajh nahi aaya,I didn't understand,unknown,confused,0.39,Can you please explain further?
phone number badalna hai,I want to update my phone number,update_info,neutral,0.86,
bh#ai bala*nce& dikha,"Bhai, show me balance",check_balance,neutral,0.86,
samajh nahi aaya,I didn't understand,unknown,confused,0.56,
bal pls,Please show me my balance,check_balance,neutral,0.91,
service@  #a@chi  lagi  😊,I liked the service,feedback,happy,0.83,pls provide your feedback
mere  paise  kahan  gaye  😡,Where did my money go?,transaction_issue,angry,0.96,
itna slow kyu ho,Why is it so slow?,complaint,annoyed,0.66,
bal pls,Please show me my balance,check_balance,neutral,0.83,
hpy  wid  srvcs  😊,I am happy with your services,feedback,happy,0.98,pls provide your feedback
itna slow kyu ho,Why is it so slow?,complaint,annoyed,0.63,
bal pls,Please show me my balance,check_balance,neutral,0.87,
service achi% lagi 😊,I liked the service,feedback,happy,0.9,pls provide your feedback
upd8  phn  #no.,Update my phone number,update_info,neutral,0.92,
upd8  phn  no.,Update my phone number,update_info,neutral,0.81,
hpy wid^ srvcs 😊,I am happy with your services,feedback,happy,0.95,pls provide your feedback
🙄 y u guys slow,Why are you guys so slow?,complaint,annoyed,0.84,
😭  acct  blckd?,Is my account blocked?,account_issue,sad,0.91,
itna  slow  kyu  ho,Why is it so slow?,complaint,annoyed,0.67,
😭 acct blckd*?,Is my account blocked?,account_issue,sad,0.88,
mera  account  b$lock  h#o  gaya  #😭,My account has been blocked,account_issue,sad,0.9,
no  cl$ue  w#h$t  hppn$d  😕,I have no idea what happened,unknown,confused,0.53,
🙄 y u guys slow,Why are you guys so slow?,complaint,annoyed,0.7,
no  clue  wht  hppnd@  😕,I have no idea what happened,unknown,confused,0.36,Can you please explain further?
wnt  2  tlk  2  sm1,I want to talk to someone,human_agent_request,urgent,0.87,
😡  y  tf  my  txn  fail,Why did my transaction fail?,failed_transaction,angry,0.98,
upd8  phn  no.,Update my phone number,update_info,neutral,0.95,
bal pls,Please show me my balance,check_balance,neutral,0.93,
hpy  wid  srvcs  😊,I am happy with your services,feedback,happy,0.83,pls provide your feedback
🙄  y  u  guys  slow,Why are you guys so slow?,complaint,annoyed,0.68,
😭 acct blckd?,Is my account blocked?,account_issue,sad,0.84,
kisi  se  baat  karni  hai,I want to talk to someone,human_agent_request,urgent,0.7,
🙄  y$  u  guys  slow,Why are you guys so slow?,complaint,annoyed,0.88,
samajh  nah#i  aaya,I didn't understand,unknown,confused,0.38,Can you please explain further?
service achi lagi 😊,I liked the service,feedback,happy,0.88,pls provide your feedback
😡 y tf my txn fail,Why did my transaction fail?,failed_transaction,angry,0.95,
kisi  se  baat  karni  hai,I want to talk to someone,human_agent_request,urgent,0.93,
IFSC  kya  hota  hai?,What is IFSC?,general_query,confused,0.32,Can you please explain further?
msg  err  agn,I am getting message error again,app_issue,frustrated,0.68,
phir erro&r aa raha ha^i,I am getting error again,app_issue,frustrated,0.66,
no  clue  wht  hppnd  😕,I have no idea what happened,unknown,confused,0.3,Can you please explain further?
😡 y tf my txn fail,Why did my transaction fail?,failed_transaction,angry,0.78,
IFSC kya hota hai%?@,What is IFSC?,general_query,confused,0.55,
🙄  y  u  guys  slow,Why are you guys so slow?,complaint,annoyed,0.69,
😡  y  tf  my  txn  fail,Why did my transaction fail?,failed_transaction,angry,0.87,
msg err agn,I am getting message error again,app_issue,frustrated,0.67,
no  clue  wht  hppnd  😕,I have no idea what happened,unknown,confused,0.33,Can you please explain further?
😡 y tf my txn fail,Why did my transaction fail?,failed_transaction,angry,0.96,
😡  y  tf  my  txn  f$a#il,Why did my transaction fail?,failed_transaction,angry,0.87,
samajh  n$ahi  aaya,I didn't understand,unknown,confused,0.31,Can you please explain further?
phone number badalna hai,I want to update my phone number,update_info,neutral,0.87,
kisi  se  baat$  karni  hai,I want to talk to someone,human_agent_request,urgent,0.96,
🙄 y u guys slow,Why are you guys so slow?,complaint,annoyed,0.68,
no  clue  wht  hppnd  😕,I have no idea what happened,unknown,confused,0.45,Can you please explain further?
hpy wi$d srvcs 😊,I am happy with your services,feedback,happy,0.89,pls provide your feedback
ser#vi#ce  achi  la#g$i  😊,I liked the service,feedback,happy,1,pls provide your feedback
no  clue  wht  hppn#d  😕,I have no idea what happened,unknown,confused,0.58,
😭  acct  @blckd?,Is my account blocked?,account_issue,sad,0.86,
msg  err  agn,I am getting message error again,app_issue,frustrated,0.62,
😡  y  tf  my  txn  fai$l,Why did my transaction fail?,failed_transaction,angry,0.72,
upd8 phn no.,Update my phone number,update_info,neutral,0.82,
phir  error  aa  raha  hai,I am getting error again,app_issue,frustrated,0.66,
phone  number  badalna  hai,I want to update my phone number,update_info,neutral,0.81,
IFSC  kya  hota  hai?,What is IFSC?,general_query,confused,0.5,
